OBJECTID,spend_zips_ZCTA5CE10,spend_zips_AFFGEOID10,spend_zips_Shape_Leng,spend_zips_sourceCountry,spend_zips_ORIG_ID,spend_zips_aggregationMethod,spend_zips_populationToPolygonSizeRating,spend_zips_apportionmentConfidence,spend_zips_HasData,spend_zips_med_inc,spend_zips_bought_car,spend_zips_child_spent,spend_zips_poli_dem,spend_zips_poli_rep,spend_zips_disp_inc,spend_zips_BACHDEG_CY,spend_zips_rel_club,spend_zips_bar_spend,spend_zips_MALES_CY,spend_zips_FEMALES_CY,spend_zips_MARRIED_CY,spend_zips_food_percapita,spend_zips_health_percapita,LAzips_ZIP_CODE,LAzips_PO_NAME,LAzips_STATE,LAzips_POPULATION,LAzips_SQMI,LAzips_Shape__Area,LAzips_Shape__Length,Shape_Length,Shape_Area,Republican
406,70503,8600000US70503,48087.79889,US,406,BlockApportionment:US.BlockGroups,2.191,2.576,1,76034,3294,2352,7741,7049,80232,7402,911,5139,15176,15999,11805,4424.51709,1951.857056,70503,Lafayette,LA,29996,11.07,0.002688007,0.346567799,48087.79875,41530610.01,
407,70341,8600000US70341,80440.3516,US,407,BlockApportionment:US.BlockGroups,2.191,2.576,1,44648,523,339,873,857,51701,236,140,260,2148,2267,1524,2945.938965,1465.255249,70341,Belle Rose,LA,3965,42.67,0.010340998,0.799961237,80440.35163,201488112.7,
408,71419,8600000US71419,160325.5483,US,408,BlockApportionment:US.BlockGroups,2.191,2.576,1,36067,301,203,484,563,45681,102,62,192,1293,1252,1239,2900.705566,1456.977783,71419,Converse,LA,2163,149.43,0.036856479,1.181269739,160325.5477,507670590.9,
409,71367,8600000US71367,100911.7676,US,409,BlockApportionment:US.BlockGroups,2.191,2.576,1,52178,173,110,317,245,48995,109,30,106,683,674,681,2916.13623,1455.233032,71367,Saint Landry,LA,1240,77.25,0.018864954,0.863586657,100911.7676,246827404.4,
410,71345,8600000US71345,4576.646968,US,410,BlockApportionment:US.BlockGroups,2.191,2.576,1,28089,12,5,15,12,35141,2,3,3,32,36,19,,,,,,,,,,4576.647057,568801.9734,
411,70355,8600000US70355,88248.01665,US,411,BlockApportionment:US.BlockGroups,2.191,2.576,1,39934,128,94,270,206,46424,72,26,89,565,542,431,2345.828857,1171.469727,70355,Gheens,LA,1058,15.34,0.003700634,0.411751735,88248.01644,372053955.8,
412,70356,8600000US70356,86846.68918,US,412,BlockApportionment:US.BlockGroups,2.191,2.576,1,34607,334,215,602,492,41413,195,84,169,1299,1392,894,2273.265869,1127.954224,70356,Gibson,LA,2509,226.32,0.054573964,1.437177269,86846.68898,247172903.3,
413,71346,8600000US71346,116979.6236,US,413,BlockApportionment:US.BlockGroups,2.191,2.576,1,45205,338,183,929,619,52737,186,107,360,1607,1676,1385,2596.256348,1217.864624,71346,Lecompte,LA,3212,78.66,0.019258917,1.027190623,116979.6232,297442488.3,
414,71356,8600000US71356,68560.31898,US,414,BlockApportionment:US.BlockGroups,2.191,2.576,1,39783,75,47,89,161,49375,27,18,42,329,333,306,6142.137207,3094.229492,71356,Morrow,LA,292,12.46,0.003043915,0.382571241,68560.31897,122205309.8,
415,70466,8600000US70466,82748.13758,US,415,BlockApportionment:US.BlockGroups,2.191,2.576,1,40995,1073,543,1759,2022,45916,841,252,893,4936,4673,3423,1998.684692,893.972168,70466,Tickfaw,LA,10825,33.42,0.008137509,0.723335813,82748.13745,111387661.6,
416,71406,8600000US71406,44465.44639,US,416,BlockApportionment:US.BlockGroups,2.191,2.576,1,39853,28,19,55,42,51881,24,5,18,114,116,112,1679.707764,838.817688,71406,Belmont,LA,373,17.83,0.004394072,0.569307242,44465.44608,28467551.42,
417,70523,8600000US70523,65171.80233,US,417,BlockApportionment:US.BlockGroups,2.191,2.576,1,36726,112,80,223,183,41307,37,22,76,459,481,224,,,,,,,,,,65171.80232,18558657.13,
418,71405,8600000US71405,36493.31817,US,418,BlockApportionment:US.BlockGroups,2.191,2.576,1,42744,657,372,1241,1289,46496,532,176,678,3002,2867,2295,2370.820801,1155.218506,71405,Ball,LA,5781,15.44,0.003791684,0.372982819,36493.31825,52204415.28,
419,70519,8600000US70519,20655.1725,US,419,BlockApportionment:US.BlockGroups,2.191,2.576,1,65621,29,13,41,64,71043,26,4,23,114,123,101,,,,,,,,,,20655.17246,12231820.58,
420,70520,8600000US70520,76802.21215,US,420,BlockApportionment:US.BlockGroups,2.191,2.576,1,48018,2161,1395,3716,5212,53314,2028,632,2374,10346,10632,8443,2559.618652,1174.703003,70520,Carencro,LA,20583,38.74,0.009409798,0.66903964,76802.21174,137792305.2,
421,71353,8600000US71353,132517.5642,US,421,BlockApportionment:US.BlockGroups,2.191,2.576,1,20080,239,134,318,370,31910,69,58,100,860,892,623,1927.68335,960.1279907,71353,Melville,LA,1680,40.13,0.009784462,0.886526657,132517.5642,278551605.2,
422,70508,8600000US70508,63895.85244,US,422,BlockApportionment:US.BlockGroups,2.191,2.576,1,64747,4675,2918,9123,9512,74037,8686,1201,6166,19709,20868,17329,4316.354492,1895.252686,70508,Lafayette,LA,39884,25.19,0.006109243,0.531466445,63895.85223,87218809.49,
423,70420,8600000US70420,107070.0273,US,423,BlockApportionment:US.BlockGroups,2.191,2.576,1,56935,861,581,1545,1950,59334,1178,195,1084,3969,4226,3480,2978.077393,1393.796265,70420,Abita Springs,LA,7794,54.65,0.01329584,0.786266491,107070.0272,180508344.7,
424,70390,8600000US70390,145384.7243,US,424,BlockApportionment:US.BlockGroups,2.191,2.576,1,40723,836,533,1419,1567,49253,500,229,519,3544,3742,2514,2290.086426,1123.861938,70390,Napoleonville,LA,7730,155.82,0.037703722,1.101601938,145384.7243,558655769.1,
425,70544,8600000US70544,117107.8126,US,425,BlockApportionment:US.BlockGroups,2.191,2.576,1,35505,1012,682,3643,1592,44391,624,364,927,5545,6112,4272,2063.179932,983.776001,70544,Jeanerette,LA,11847,356.53,0.086259721,2.733296307,117107.8123,373678133.2,
426,70549,8600000US70549,163390.1819,US,426,BlockApportionment:US.BlockGroups,2.191,2.576,1,37469,536,344,986,763,42696,269,95,330,2022,2128,1631,2456.383057,1224.894653,70549,Lake Arthur,LA,3883,100.15,0.024270986,1.1508512,163390.1823,433663250.8,
427,70577,8600000US70577,100137.2787,US,427,BlockApportionment:US.BlockGroups,2.191,2.576,1,35785,590,311,896,1005,45296,232,124,338,2401,2436,2086,2190.747314,1066.869385,70577,Port Barre,LA,5266,131.19,0.031934862,1.743971417,100137.2784,214694772.5,
428,70380,8600000US70380,149178.5644,US,428,BlockApportionment:US.BlockGroups,2.191,2.576,1,39454,2571,1612,5310,4569,45866,1346,590,2327,12082,12006,8420,2415.230713,1140.610962,70380,Morgan City,LA,23535,296.58,0.071684465,1.620999132,149178.5645,269093862.4,
429,70528,8600000US70528,27653.34106,US,429,BlockApportionment:US.BlockGroups,2.191,2.576,1,52386,305,198,579,531,52536,131,56,218,1301,1319,1079,2516.530029,1242.608887,70528,Delcambre,LA,2662,3.05,0.000739006,0.218853661,27653.34098,15457752.23,
430,70543,8600000US70543,121760.1874,US,430,BlockApportionment:US.BlockGroups,2.191,2.576,1,41005,526,313,927,915,44591,335,90,368,2270,2273,2055,2318.820557,1138.728516,70543,Iota,LA,4288,67.07,0.016299406,1.066071839,121760.1879,256524660.3,
431,71472,8600000US71472,55925.03088,US,431,BlockApportionment:US.BlockGroups,2.191,2.576,1,39527,41,17,54,84,46632,7,5,31,163,160,134,2677.481689,1269.695679,71472,Sieper,LA,299,18.85,0.004619944,0.311695122,55925.03066,70071092.81,
432,70394,8600000US70394,102627.2137,US,432,BlockApportionment:US.BlockGroups,2.191,2.576,1,45573,1588,1026,2998,3304,53597,1208,487,1580,7334,7590,5934,2609.556641,1250.168335,70394,Raceland,LA,15005,137.32,0.033155636,1.424267239,102627.2142,306609299.5,
433,70529,8600000US70529,96945.71321,US,433,BlockApportionment:US.BlockGroups,2.191,2.576,1,50603,1324,764,2361,2886,57775,1013,361,1347,6472,6594,4947,2838.471436,1246.859985,70529,Duson,LA,12803,40.67,0.009866748,0.984865025,96945.71258,123608603,
434,71485,8600000US71485,108608.1928,US,434,BlockApportionment:US.BlockGroups,2.191,2.576,1,60919,235,162,412,524,65178,194,65,339,990,990,855,2833.626221,1295.833374,71485,Woodworth,LA,2322,62.43,0.015297162,0.748685214,108608.1926,229253107.1,
435,70395,8600000US70395,69546.99979,US,435,BlockApportionment:US.BlockGroups,2.191,2.576,1,60769,537,350,891,1261,62755,318,129,585,2478,2510,1931,2598.974365,1225.701782,70395,Schriever,LA,5500,57.13,0.013790556,0.753849639,69546.99931,169019820.7,
436,70644,8600000US70644,34741.62949,US,436,BlockApportionment:US.BlockGroups,2.191,2.576,1,47801,36,18,56,87,51656,33,6,32,178,171,111,,,,,,,,,,34741.62958,48145928.88,
437,70067,8600000US70067,51277.9676,US,437,BlockApportionment:US.BlockGroups,2.191,2.576,1,56352,267,155,401,689,68911,180,52,227,1302,1246,1100,3380.711182,1639.413208,70067,Lafitte,LA,2662,184.27,0.044439163,3.591286292,51277.96752,45340641.45,
438,71401,8600000US71401,51481.15618,US,438,BlockApportionment:US.BlockGroups,2.191,2.576,1,43944,15,11,31,23,51010,10,3,10,63,61,75,2625.242188,1311,71401,Aimwell,LA,128,20.82,0.005134036,0.3410384,51481.15588,101798662.8,
439,71454,8600000US71454,131352.2889,US,439,BlockApportionment:US.BlockGroups,2.191,2.576,1,39459,361,201,520,502,45225,110,92,139,1295,1309,1229,2752.331299,1364.325562,71454,Montgomery,LA,2445,94.85,0.02336131,0.974865978,131352.2886,394822699.3,
440,70393,8600000US70393,22624.16515,US,440,BlockApportionment:US.BlockGroups,2.191,2.576,1,30649,100,70,202,154,43329,61,19,67,417,415,304,3046.229004,1521.238647,70393,Plattenville,LA,616,2.03,0.000489777,0.137515213,22624.16495,25051241.78,
441,70127,8600000US70127,32237.76213,US,441,BlockApportionment:US.BlockGroups,2.191,2.576,1,32818,1889,1068,10272,1672,37958,1938,960,2294,11419,13499,5634,1905.258667,819.8563232,70127,New Orleans,LA,23987,5.11,0.001237817,0.195631891,32237.7625,26745816.27,
442,71327,8600000US71327,69517.69559,US,442,BlockApportionment:US.BlockGroups,2.191,2.576,1,36953,411,255,1135,612,46354,165,124,283,3653,2176,2197,1845.0271,887.2441406,71327,Cottonport,LA,5288,48.58,0.011881791,0.673030718,69517.69546,148680616.7,
443,70514,8600000US70514,22686.29514,US,443,BlockApportionment:US.BlockGroups,2.191,2.576,1,33056,301,168,568,487,38734,131,76,227,1268,1354,682,1977.158936,942.930542,70514,Baldwin,LA,2535,4.95,0.001199225,0.278554108,22686.29545,18258183.91,
444,71336,8600000US71336,149925.7623,US,444,BlockApportionment:US.BlockGroups,2.191,2.576,1,36676,212,140,342,396,41944,171,43,137,832,875,821,2031.573486,1017.18103,71336,Gilbert,LA,1911,119.91,0.029649403,1.221918831,149925.7625,438460116.8,
445,70392,8600000US70392,127165.0542,US,445,BlockApportionment:US.BlockGroups,2.191,2.576,1,45628,986,582,1715,2050,50342,531,230,871,4602,4729,3029,2574.221436,1202.343018,70392,Patterson,LA,8995,150.27,0.036251398,1.16089836,127165.0541,110217177.6,
446,70714,8600000US70714,79508.86054,US,446,BlockApportionment:US.BlockGroups,2.191,2.576,1,42099,1749,1029,7761,1964,46762,1654,734,1946,9352,10518,6186,2132.031494,981.0131226,70714,Baker,LA,19531,32.11,0.007823752,0.597018989,79508.86012,121023207.3,
447,70343,8600000US70343,71221.44334,US,447,BlockApportionment:US.BlockGroups,2.191,2.576,1,59320,581,412,857,1585,63502,449,188,795,2919,2858,2715,2526.625244,1202.076294,70343,Bourg,LA,6422,23.46,0.005658426,0.514535159,71221.44308,101065351,
448,70750,8600000US70750,141681.0465,US,448,BlockApportionment:US.BlockGroups,2.191,2.576,1,32801,254,153,348,443,46892,64,65,119,1061,1065,933,2814.109863,1403.796997,70750,Krotz Springs,LA,1921,49.95,0.012158605,0.941886472,141681.0462,464735392.1,
449,71291,8600000US71291,92381.18754,US,449,BlockApportionment:US.BlockGroups,2.191,2.576,1,48756,3891,2387,7143,8170,53505,4797,982,4521,16363,18411,14230,2832.126221,1271.628784,71291,West Monroe,LA,34906,59.04,0.014685981,0.866982534,92381.18779,244634756.6,
450,70006,8600000US70006,13374.26459,US,450,BlockApportionment:US.BlockGroups,2.191,2.576,1,61502,1697,1170,3706,3720,67773,2848,456,2392,7842,8000,6137,3464.360352,1556.994507,70006,Metairie,LA,16108,2.57,0.000620921,0.111421171,13374.26442,9492051.03,
451,70036,8600000US70036,30022.53853,US,451,BlockApportionment:US.BlockGroups,2.191,2.576,1,43927,115,73,207,284,52197,53,34,117,546,549,444,3021.853027,1493.630249,70036,Barataria,LA,979,37.8,0.009122265,0.643968927,30022.53835,17295313.31,
452,70056,8600000US70056,23577.43354,US,452,BlockApportionment:US.BlockGroups,2.191,2.576,1,51232,3904,2649,8906,7208,57155,3944,1205,5420,19170,20766,14483,2662.799072,1132.990967,70056,Gretna,LA,39972,6.76,0.001636024,0.188716218,23577.43352,23609873.97,
453,70507,8600000US70507,61868.89922,US,453,BlockApportionment:US.BlockGroups,2.191,2.576,1,50438,1973,1177,3387,4233,53165,1732,583,2156,8875,9542,6408,2712.318359,1209.895508,70507,Lafayette,LA,18439,22.72,0.005517122,0.519348531,61868.89916,73946024.23,
454,71456,8600000US71456,116671.0703,US,454,BlockApportionment:US.BlockGroups,2.191,2.576,1,35828,173,76,233,317,46001,134,28,111,660,661,498,6662.215332,3195.197754,71456,Natchez,LA,516,46.73,0.011507269,0.655897457,116671.0702,138365110.9,
455,70058,8600000US70058,35940.39059,US,455,BlockApportionment:US.BlockGroups,2.191,2.576,1,48945,3730,2726,10244,6855,52638,3390,1071,5160,19231,20877,13383,2237.169678,985.5429688,70058,Harvey,LA,40791,14.73,0.003562519,0.310922455,35940.39091,45596019.45,
456,71029,8600000US71029,62210.25283,US,456,BlockApportionment:US.BlockGroups,2.191,2.576,1,40356,36,21,58,47,48883,32,9,15,129,120,126,3096.175781,1534.364014,71029,Gilliam,LA,239,17.93,0.004470876,0.468952457,62210.25305,104621579.6,
457,70403,8600000US70403,92786.61622,US,457,BlockApportionment:US.BlockGroups,2.191,2.576,1,41686,2829,1831,6532,5497,47345,2689,706,3220,13914,15031,9623,2428.30835,1103.510864,70403,Hammond,LA,27971,42.56,0.010352377,0.789967478,92786.61666,151064888.4,
458,71369,8600000US71369,74999.42592,US,458,BlockApportionment:US.BlockGroups,2.191,2.576,1,34421,381,243,663,561,40362,96,115,158,1440,1836,1020,1870.02771,924.0401001,71369,Simmesport,LA,3291,72.53,0.017728652,0.738232414,74999.4262,275046062.7,
459,70086,8600000US70086,61611.92153,US,459,BlockApportionment:US.BlockGroups,2.191,2.576,1,37453,165,88,1115,95,41981,143,104,187,1089,1123,558,1767.331787,826.423645,70086,Saint James,LA,2134,93.62,0.022674121,0.834569101,61611.92164,82015867.26,
460,70721,8600000US70721,27775.62547,US,460,BlockApportionment:US.BlockGroups,2.191,2.576,1,38836,95,69,188,159,42366,68,33,45,476,470,199,2209.722168,1091.894043,70721,Carville,LA,727,11.43,0.002773639,0.275616683,27775.62567,22117438.61,
461,70465,8600000US70465,26332.026,US,461,BlockApportionment:US.BlockGroups,2.191,2.576,1,19052,39,35,402,16,23684,9,26,69,378,446,175,,,,,,,,,,26332.02638,17466786.24,
